2023-07-13 10:36:00,830 INFO    StreamThr :6477 [internal.py:wandb_internal():86] W&B internal server running at pid: 6477, started at: 2023-07-13 10:36:00.829871
2023-07-13 10:36:00,832 DEBUG   HandlerThread:6477 [handler.py:handle_request():144] handle_request: status
2023-07-13 10:36:00,832 INFO    WriterThread:6477 [datastore.py:open_for_write():85] open: /home/eondula/PhDWork/SafeCampus-RL/wandb/run-20230713_103600-efohh6ml/run-efohh6ml.wandb
2023-07-13 10:36:00,833 DEBUG   SenderThread:6477 [sender.py:send():369] send: header
2023-07-13 10:36:00,836 DEBUG   SenderThread:6477 [sender.py:send():369] send: run
2023-07-13 10:36:01,471 INFO    SenderThread:6477 [dir_watcher.py:__init__():211] watching files in: /home/eondula/PhDWork/SafeCampus-RL/wandb/run-20230713_103600-efohh6ml/files
2023-07-13 10:36:01,471 INFO    SenderThread:6477 [sender.py:_start_run_threads():1100] run started: efohh6ml with start time 1689269760.830315
2023-07-13 10:36:01,471 DEBUG   SenderThread:6477 [sender.py:send_request():396] send_request: summary_record
2023-07-13 10:36:01,471 INFO    SenderThread:6477 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-13 10:36:01,474 DEBUG   HandlerThread:6477 [handler.py:handle_request():144] handle_request: check_version
2023-07-13 10:36:01,474 DEBUG   SenderThread:6477 [sender.py:send_request():396] send_request: check_version
2023-07-13 10:36:01,553 DEBUG   HandlerThread:6477 [handler.py:handle_request():144] handle_request: run_start
2023-07-13 10:36:01,578 DEBUG   HandlerThread:6477 [system_info.py:__init__():31] System info init
2023-07-13 10:36:01,578 DEBUG   HandlerThread:6477 [system_info.py:__init__():46] System info init done
2023-07-13 10:36:01,578 INFO    HandlerThread:6477 [system_monitor.py:start():181] Starting system monitor
2023-07-13 10:36:01,578 INFO    SystemMonitor:6477 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-13 10:36:01,579 INFO    HandlerThread:6477 [system_monitor.py:probe():201] Collecting system info
2023-07-13 10:36:01,580 INFO    SystemMonitor:6477 [interfaces.py:start():190] Started cpu monitoring
2023-07-13 10:36:01,581 INFO    SystemMonitor:6477 [interfaces.py:start():190] Started disk monitoring
2023-07-13 10:36:01,581 INFO    SystemMonitor:6477 [interfaces.py:start():190] Started gpu monitoring
2023-07-13 10:36:01,581 INFO    SystemMonitor:6477 [interfaces.py:start():190] Started memory monitoring
2023-07-13 10:36:01,582 INFO    SystemMonitor:6477 [interfaces.py:start():190] Started network monitoring
2023-07-13 10:36:01,592 DEBUG   HandlerThread:6477 [system_info.py:probe():195] Probing system
2023-07-13 10:36:01,612 DEBUG   HandlerThread:6477 [system_info.py:_probe_git():180] Probing git
2023-07-13 10:36:01,618 DEBUG   HandlerThread:6477 [system_info.py:_probe_git():188] Probing git done
2023-07-13 10:36:01,618 DEBUG   HandlerThread:6477 [system_info.py:probe():240] Probing system done
2023-07-13 10:36:01,618 DEBUG   HandlerThread:6477 [system_monitor.py:probe():210] {'os': 'Linux-5.15.90.1-microsoft-standard-WSL2-x86_64-with-glibc2.17', 'python': '3.8.16', 'heartbeatAt': '2023-07-13T17:36:01.592670', 'startedAt': '2023-07-13T17:36:00.824399', 'docker': None, 'cuda': None, 'args': ('0.9',), 'state': 'running', 'program': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'git@github.com:ANRGUSC/SafeCampus-RL.git', 'commit': '9f75dacbf739f092e2bd1e956e2ce992968eb145'}, 'email': 'leezmiriam@gmail.com', 'root': '/home/eondula/PhDWork/SafeCampus-RL', 'host': 'DESKTOP-QGOHNU2', 'username': 'eondula', 'executable': '/home/eondula/miniconda3/envs/SafeCampus/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2303.999, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1006.853931427002, 'used': 25.074947357177734}, 'gpu': 'NVIDIA GeForce RTX 3050 Ti Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3050 Ti Laptop GPU', 'memory_total': 4294967296}], 'memory': {'total': 7.635036468505859}}
2023-07-13 10:36:01,618 INFO    HandlerThread:6477 [system_monitor.py:probe():211] Finished collecting system info
2023-07-13 10:36:01,618 INFO    HandlerThread:6477 [system_monitor.py:probe():214] Publishing system info
2023-07-13 10:36:01,618 DEBUG   HandlerThread:6477 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-07-13 10:36:01,618 DEBUG   HandlerThread:6477 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-13 10:36:01,618 DEBUG   HandlerThread:6477 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-07-13 10:36:02,471 INFO    Thread-12 :6477 [dir_watcher.py:_on_file_created():272] file/dir created: /home/eondula/PhDWork/SafeCampus-RL/wandb/run-20230713_103600-efohh6ml/files/conda-environment.yaml
