2023-07-13 10:33:17,108 INFO    StreamThr :6241 [internal.py:wandb_internal():86] W&B internal server running at pid: 6241, started at: 2023-07-13 10:33:17.107816
2023-07-13 10:33:17,109 DEBUG   HandlerThread:6241 [handler.py:handle_request():144] handle_request: status
2023-07-13 10:33:17,111 INFO    WriterThread:6241 [datastore.py:open_for_write():85] open: /home/eondula/PhDWork/SafeCampus-RL/wandb/run-20230713_103317-34ngiozw/run-34ngiozw.wandb
2023-07-13 10:33:17,111 DEBUG   SenderThread:6241 [sender.py:send():369] send: header
2023-07-13 10:33:17,115 DEBUG   SenderThread:6241 [sender.py:send():369] send: run
2023-07-13 10:33:17,379 INFO    SenderThread:6241 [dir_watcher.py:__init__():211] watching files in: /home/eondula/PhDWork/SafeCampus-RL/wandb/run-20230713_103317-34ngiozw/files
2023-07-13 10:33:17,379 INFO    SenderThread:6241 [sender.py:_start_run_threads():1100] run started: 34ngiozw with start time 1689269597.108406
2023-07-13 10:33:17,380 DEBUG   SenderThread:6241 [sender.py:send_request():396] send_request: summary_record
2023-07-13 10:33:17,380 INFO    SenderThread:6241 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-13 10:33:17,383 DEBUG   HandlerThread:6241 [handler.py:handle_request():144] handle_request: check_version
2023-07-13 10:33:17,384 DEBUG   SenderThread:6241 [sender.py:send_request():396] send_request: check_version
2023-07-13 10:33:17,434 DEBUG   HandlerThread:6241 [handler.py:handle_request():144] handle_request: run_start
2023-07-13 10:33:17,462 DEBUG   HandlerThread:6241 [system_info.py:__init__():31] System info init
2023-07-13 10:33:17,462 DEBUG   HandlerThread:6241 [system_info.py:__init__():46] System info init done
2023-07-13 10:33:17,462 INFO    HandlerThread:6241 [system_monitor.py:start():181] Starting system monitor
2023-07-13 10:33:17,462 INFO    SystemMonitor:6241 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-13 10:33:17,463 INFO    HandlerThread:6241 [system_monitor.py:probe():201] Collecting system info
2023-07-13 10:33:17,463 INFO    SystemMonitor:6241 [interfaces.py:start():190] Started cpu monitoring
2023-07-13 10:33:17,464 INFO    SystemMonitor:6241 [interfaces.py:start():190] Started disk monitoring
2023-07-13 10:33:17,465 INFO    SystemMonitor:6241 [interfaces.py:start():190] Started gpu monitoring
2023-07-13 10:33:17,466 INFO    SystemMonitor:6241 [interfaces.py:start():190] Started memory monitoring
2023-07-13 10:33:17,468 INFO    SystemMonitor:6241 [interfaces.py:start():190] Started network monitoring
2023-07-13 10:33:17,477 DEBUG   HandlerThread:6241 [system_info.py:probe():195] Probing system
2023-07-13 10:33:17,497 DEBUG   HandlerThread:6241 [system_info.py:_probe_git():180] Probing git
2023-07-13 10:33:17,503 DEBUG   HandlerThread:6241 [system_info.py:_probe_git():188] Probing git done
2023-07-13 10:33:17,503 DEBUG   HandlerThread:6241 [system_info.py:probe():240] Probing system done
