2023-07-13 10:34:34,574 INFO    StreamThr :6347 [internal.py:wandb_internal():86] W&B internal server running at pid: 6347, started at: 2023-07-13 10:34:34.573990
2023-07-13 10:34:34,576 DEBUG   HandlerThread:6347 [handler.py:handle_request():144] handle_request: status
2023-07-13 10:34:34,577 INFO    WriterThread:6347 [datastore.py:open_for_write():85] open: /home/eondula/PhDWork/SafeCampus-RL/wandb/run-20230713_103434-klicgmjs/run-klicgmjs.wandb
2023-07-13 10:34:34,577 DEBUG   SenderThread:6347 [sender.py:send():369] send: header
2023-07-13 10:34:34,581 DEBUG   SenderThread:6347 [sender.py:send():369] send: run
2023-07-13 10:34:36,490 INFO    SenderThread:6347 [dir_watcher.py:__init__():211] watching files in: /home/eondula/PhDWork/SafeCampus-RL/wandb/run-20230713_103434-klicgmjs/files
2023-07-13 10:34:36,490 INFO    SenderThread:6347 [sender.py:_start_run_threads():1100] run started: klicgmjs with start time 1689269674.574369
2023-07-13 10:34:36,490 DEBUG   SenderThread:6347 [sender.py:send_request():396] send_request: summary_record
2023-07-13 10:34:36,491 INFO    SenderThread:6347 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-13 10:34:36,493 DEBUG   HandlerThread:6347 [handler.py:handle_request():144] handle_request: check_version
2023-07-13 10:34:36,494 DEBUG   SenderThread:6347 [sender.py:send_request():396] send_request: check_version
2023-07-13 10:34:36,546 DEBUG   HandlerThread:6347 [handler.py:handle_request():144] handle_request: run_start
2023-07-13 10:34:36,570 DEBUG   HandlerThread:6347 [system_info.py:__init__():31] System info init
2023-07-13 10:34:36,570 DEBUG   HandlerThread:6347 [system_info.py:__init__():46] System info init done
2023-07-13 10:34:36,570 INFO    HandlerThread:6347 [system_monitor.py:start():181] Starting system monitor
2023-07-13 10:34:36,570 INFO    SystemMonitor:6347 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-13 10:34:36,570 INFO    HandlerThread:6347 [system_monitor.py:probe():201] Collecting system info
2023-07-13 10:34:36,571 INFO    SystemMonitor:6347 [interfaces.py:start():190] Started cpu monitoring
2023-07-13 10:34:36,572 INFO    SystemMonitor:6347 [interfaces.py:start():190] Started disk monitoring
2023-07-13 10:34:36,573 INFO    SystemMonitor:6347 [interfaces.py:start():190] Started gpu monitoring
2023-07-13 10:34:36,574 INFO    SystemMonitor:6347 [interfaces.py:start():190] Started memory monitoring
2023-07-13 10:34:36,575 INFO    SystemMonitor:6347 [interfaces.py:start():190] Started network monitoring
2023-07-13 10:34:36,585 DEBUG   HandlerThread:6347 [system_info.py:probe():195] Probing system
2023-07-13 10:34:36,606 DEBUG   HandlerThread:6347 [system_info.py:_probe_git():180] Probing git
2023-07-13 10:34:36,612 DEBUG   HandlerThread:6347 [system_info.py:_probe_git():188] Probing git done
